real,user,sys
9.368,9.230,0.090
9.097,9.000,0.060
8.705,8.530,0.140
8.920,8.730,0.150
9.202,9.040,0.130
8.929,8.750,0.150
9.357,9.170,0.150
9.026,8.810,0.180
9.287,9.080,0.170
8.923,8.750,0.140
9.946,9.750,0.160
10.272,10.070,0.170
10.180,10.040,0.100
10.314,10.120,0.150
10.051,9.860,0.150
10.366,10.170,0.160
10.202,10.010,0.150
10.035,9.750,0.240
9.994,9.770,0.190
9.947,9.760,0.150
9.970,9.800,0.140
9.926,9.780,0.110
9.952,9.760,0.160
10.005,9.870,0.090
9.869,9.770,0.060
9.940,9.720,0.180
9.827,9.670,0.120
9.898,9.750,0.110
9.880,9.740,0.110
9.863,9.650,0.160
